'frequency','sig_1.db','sig_1.deg','sig_2.db','sig_2.deg','sig_3.db','sig_3.deg','sig_4.db','sig_4.deg'
1346.2605793,0,0,-4.49079798943,-53.395099712,-4.48893340506,-54.3645113825,103.562960416,-100.16429629
1365.00780655,0,1.59027734073e-015,-4.56858709989,-53.7736238516,-4.56667022022,-54.7565379341,103.476257387,-101.194103513
1384.01609657,0,0,-4.64713128516,-54.1505731123,-4.64516064338,-55.1471777588,103.388548002,-102.231405364
1403.28908479,0,0,-4.72642414569,-54.5258890634,-4.72439823386,-55.5363750512,103.29983154,-103.276269716
1422.83045721,0,0,-4.80645908028,-54.8995146508,-4.80437634813,-55.9240754196,103.210107276,-104.328767574
1442.64395122,0,0,-4.88722929463,-55.2713942299,-4.88508814842,-56.3102259187,103.11937447,-105.388973139
1462.7333562,0,0,-4.96872781004,-55.6414735954,-4.96652661131,-56.6947750807,103.027632349,-106.456963859
1483.10251434,0,0,-5.05094747211,-56.0097000087,-5.04868453644,-57.0776729426,102.934880094,-107.53282048
1503.7553213,0,-3.18055468146e-015,-5.13388095967,-56.3760222228,-5.13155455538,-57.458871072,102.841116824,-108.616627103
1524.69572702,0,0,-5.21752079362,-56.7403905039,-5.21512914046,-57.8383225894,102.746341579,-109.708471222
1545.92773642,0,0,-5.30185934595,-57.1027566511,-5.29940061371,-58.2159821878,102.650553307,-110.808443781
1567.45541021,0,-3.18055468146e-015,-5.38688884864,-57.463074013,-5.38436115578,-58.5918061506,102.553750844,-111.916639206
1589.28286562,0,-3.18055468146e-015,-5.47260140269,-57.8212975017,-5.47000281488,-58.9657523659,102.455932903,-113.033155454
1611.41427725,0,3.18055468146e-015,-5.55898898702,-58.1773836045,-5.55631751568,-59.3377803387,102.357098051,-114.158094051
1633.85387781,0,0,-5.64604346743,-58.531290393,-5.64329706815,-59.7078512005,102.257244698,-115.291560124
1656.60595895,0,0,-5.73375660542,-58.8829775296,-5.73093317646,-60.0759277168,102.156371077,-116.43366244
1679.67487209,0,0,-5.82212006697,-59.2324062717,-5.81921744762,-60.4419742917,102.054475226,-117.58451344
1703.06502925,0,0,-5.91112543127,-59.5795394737,-5.90814140019,-60.8059569703,101.951554974,-118.744229265
1726.78090388,0,0,-6.00076419927,-59.9243415864,-5.9976964728,-61.1678434389,101.847607921,-119.912929789
1750.82703174,0,0,-6.09102780217,-60.2667786543,-6.0878740326,-61.5276030234,101.742631423,-121.090738643
1775.20801172,0,0,-6.18190760977,-60.6068183111,-6.17866538349,-61.8852066847,101.636622568,-122.277783243
1799.92850678,0,0,-6.27339493864,-60.9444297726,-6.27006177434,-62.2406270125,101.529578167,-123.474194813
1824.99324482,0,0,-6.36548106019,-61.2795838283,-6.36205440692,-62.5938382179,101.42149473,-124.680108407
